uniqid,name,type,staff_com,formed_combined2,stat2,isic1_1,cat1_1
569,Australian Political Studies Association,Professional group,0.5,1952,ACT,professional scientific and technical activities,occupational association
250,Australian College of Children's and Young People's Nurses,Professional group,,2008,ACT,human health and social work activities,occupational association
658,Australian Society of Sugar Cane Technologists Ltd,Professional group,0.5,1929,QLD,agriculture forestry and fishing,occupational association
651,Australian Society of Horticultural Science,Professional group,0,1990,TAS,professional scientific and technical activities,occupational association
305,Australian Dental Prosthetists Association,Professional group,2,,VIC,human health and social work activities,occupational association
451,Australian Investors Association Ltd,Professional group,2,1991,QLD,financial and insurance activities,occupational association
545,Australian Orthotic Prosthetic Association Inc,Professional group,1,1975,VIC,human health and social work activities,occupational association
1036,Financial Services Accountants Association,Professional group,2,,NSW,financial and insurance activities,occupational association
1176,Institute of Instrumentation Control & Automation Australia Inc,Professional group,2.5,1957,VIC,professional scientific and technical activities,occupational association
1125,Higher Education Research and Development Organisation of Australia,Professional group,1,1972,NSW,education,occupational association
1130,History Teachers' Association of Australia,Professional group,0,,WA,education,occupational association
706,Australian Vocational Education and Training Research Association,Professional group,0,1997,NSW,education,occupational association
259,Australian Commercial & Media Photographers Association,Professional group,0.5,1991,NSW,professional scientific and technical activities,occupational association
950,Dental Assistants Association of Australia,Professional group,0,1959,NSW,human health and social work activities,occupational association
608,Australian Rock Art Research Association Inc,Professional group,1,1983,VIC,arts entertainmnent and recreation,occupational association
1612,System Administrations Guild of Australia,Professional group,0.5,1993,QLD,information and communication,occupational association
1169,Institute of Automotive Mechanical Engineers,Professional group,10,1934,NSW,transportation and storage,occupational association
906,Cornea and Contact Lens Society of Australia,Professional group,,1962,NSW,human health and social work activities,occupational association
914,Council of Australian University Librarians,Professional group,3,1965,ACT,education,occupational association
1034,Financial Counselling Australia,Professional group,3,,QLD,financial and insurance activities,occupational association
1014,Federal Association of Teachers of Dancing Ltd,Professional group,0,1931,NSW,arts entertainmnent and recreation,occupational association
436,Australian Institute of Packaging Inc,Professional group,1,1963,QLD,administrative and support service activities,occupational association
602,Australian Resuscitation Council,Professional group,0,,VIC,human health and social work activities,occupational association
432,Australian Institute of Medical Scientists,Professional group,1,1937,QLD,human health and social work activities,occupational association
426,Australian Institute of Judicial Administration Inc,Professional group,3,1976,VIC,professional scientific and technical activities,occupational association
625,Australian Shareholders' Association Ltd,Professional group,2,1960,NSW,financial and insurance activities,occupational association
1505,Romance Writers of Australia,Professional group,0,1991,NSW,arts entertainmnent and recreation,occupational association
198,Australian Bar Association,Professional group,,1963,QLD,professional scientific and technical activities,occupational association
1580,Sports Dietitians Australia,Professional group,1,1996,VIC,human health and social work activities,occupational association
1390,Occupational Therapy Australia Inc,Professional group,7,1945,VIC,human health and social work activities,occupational association
857,Civil Air Australia,Professional group,4,1948,VIC,transportation and storage,occupational association
655,Australian Society of Plastic Surgeons Inc,Professional group,5,1971,NSW,human health and social work activities,occupational association
1579,Sports Contractors' Association,Professional group,0,,NSW,construction,occupational association
167,Australian Association for Research in Education,Professional group,1.5,1971,ACT,education,occupational association
1158,Information Technology Contract & Recruitment Association Ltd,Professional group,2,1998,VIC,information and communication,occupational association
523,Australian National Association of Teachers of Singing,Professional group,0,,NSW,arts entertainmnent and recreation,occupational association
952,Design Institute of Australia,Professional group,1,1958,VIC,professional scientific and technical activities,occupational association
145,Australian Acupuncture & Chinese Medicine Association Ltd,Professional group,6,1973,QLD,human health and social work activities,occupational association
1458,Professional Squash Coaches Association of Australia Inc,Professional group,0,1975,VIC,arts entertainmnent and recreation,occupational association
444,Australian Institute of Radiography,Professional group,6,1950,VIC,human health and social work activities,occupational association
977,Ecological Society of Australia Inc,Professional group,1.5,1960,NT,professional scientific and technical activities,occupational association
86,Association of Heads of Independent Schools of Australia,Professional group,3,1985,ACT,education,occupational association
179,Australian Association of Musical Instrument Makers Inc,Professional group,0,2009,QLD,manufacturing,occupational association
1434,Planning Institute Australia,Professional group,15,1951,ACT,professional scientific and technical activities,occupational association
1133,Home Economics Institute of Australia Inc,Professional group,1,1965,ACT,human health and social work activities,occupational association
244,Australian Christian Forum on Education Inc,Professional group,0.5,1995,NSW,education,occupational association
1308,National Association of Specialist Obstetricians and Gynaecologists,Professional group,,1989,NSW,human health and social work activities,occupational association
1604,Surveying and Spatial Sciences Institute,Professional group,10,2007,ACT,professional scientific and technical activities,occupational association
253,Australian College of Mental Health Nurses Inc,Professional group,3,1974,ACT,human health and social work activities,occupational association
340,Australian Federation of Modern Language Teachers Associations,Professional group,0,1965,ACT,education,occupational association
398,Australian Hypnotherapists' Association,Professional group,2.5,1949,NSW,human health and social work activities,occupational association
500,Australian Medical Association Ltd,Professional group,,1962,ACT,human health and social work activities,occupational association
1535,"Sculptors Society, The",Professional group,0,1951,NSW,arts entertainmnent and recreation,occupational association
449,Australian Insurance Law Association,Professional group,,,VIC,financial and insurance activities,occupational association
76,Association for Tertiary Education Management,Professional group,5,1976,NSW,education,occupational association
1187,International Law Association (Australian Branch),Professional group,0,1959,NSW,professional scientific and technical activities,occupational association
1175,Institute of Industrial Engineers,Professional group,0.5,1959,ACT,professional scientific and technical activities,occupational association
372,Australian Golf Course Superintendents Association,Professional group,6,1981,VIC,arts entertainmnent and recreation,occupational association
31,Air Conditioning and Refrigeration Equipment Manufacturers Association,Professional group,2,1968,ACT,electricity gas steam and air conditioning supply,occupational association
992,Engineers Australia,Professional group,130,1919,ACT,professional scientific and technical activities,occupational association
833,Chartered Institute of Management Accountants,Professional group,3,1919,NSW,professional scientific and technical activities,occupational association
1065,Fund Executives Association,Professional group,1,1999,NSW,financial and insurance activities,occupational association
1270,Metrology Society of Australia,Professional group,0,1993,NSW,professional scientific and technical activities,occupational association
988,Endocrine Society of Australia,Professional group,2,1958,NSW,human health and social work activities,occupational association
95,Association of Professional Color Imagers -Australia,Professional group,2,1979,NSW,professional scientific and technical activities,occupational association
1038,FINSIA - Financial Services Institute of Australia,Professional group,40,1886,NSW,financial and insurance activities,occupational association
1437,Police Federation of Australia,Professional group,4,,ACT,public administration and defence compulsory social security,occupational association
107,Audiological Society of Australia (t/a Audiology Australia),Professional group,2,1968,VIC,human health and social work activities,occupational association
1574,Speech Pathology Australia,Professional group,21,1949,VIC,human health and social work activities,occupational association
1181,Institute of Public Accountants,Professional group,60,1923,VIC,professional scientific and technical activities,occupational association
604,Australian Rheumatology Association,Professional group,2,1956,NSW,human health and social work activities,occupational association
614,Australian Science Teachers Association Inc,Professional group,5,1951,ACT,education,occupational association
171,Australian Association of Consulting Archaeologists Inc,Professional group,0.5,,VIC,professional scientific and technical activities,occupational association
178,Australian Association of Mathematics Teachers Inc,Professional group,4,1966,SA,education,occupational association
166,Australian Association for Professional and Applied Ethics,Professional group,0,1992,NSW,professional scientific and technical activities,occupational association
440,Australian Institute of Professional Intelligence Officers Inc,Professional group,0,1990,ACT,administrative and support service activities,occupational association
1037,Financiers Association of Australia Ltd,Professional group,0,1935,NSW,financial and insurance activities,occupational association
410,Australian Institute of Administrative Law Inc,Professional group,2,1989,ACT,professional scientific and technical activities,occupational association
1673,Veterinary Nurses Council of Australia,Professional group,,,VIC,professional scientific and technical activities,occupational association
1459,Professional Tour Guide Association of Australia Inc,Professional group,5,1984,VIC,administrative and support service activities,occupational association
1260,Medical Indemnity Protection Society,Professional group,49,1988,VIC,human health and social work activities,occupational association
78,Association of Accounting Technicians Australia,Professional group,2,2002,VIC,professional scientific and technical activities,occupational association
15,Advanced Association of Beauty Therapists,Professional group,,1974,NSW,other service activities,occupational association
300,Australian Dance Council - Ausdance Inc,Professional group,2,1977,ACT,arts entertainmnent and recreation,occupational association
633,Australian Ski Patrol Association Inc,Professional group,1.5,1979,VIC,arts entertainmnent and recreation,occupational association
911,"Council for the Humanities, Arts and Social Sciences",Professional group,2,2003,ACT,professional scientific and technical activities,occupational association
616,Australian Secondary Principals Association,Professional group,0.5,1970,VIC,education,occupational association
885,Company of Master Mariners of Australia Ltd,Professional group,0.5,1938,QLD,transportation and storage,occupational association
421,Australian Institute of Genealogical Studies Inc,Professional group,0.5,1973,VIC,arts entertainmnent and recreation,occupational association
1367,National Tax & Accountants Association Ltd,Professional group,30,1992,VIC,professional scientific and technical activities,occupational association
168,Australian Association for the Teaching of English,Professional group,1,1964,SA,education,occupational association
1397,Optometrists Association Australia,Professional group,3.5,1918,VIC,human health and social work activities,occupational association
313,Australian Dispensing Opticians Association,Professional group,,1954,VIC,human health and social work activities,occupational association
251,Australian College of Critical Care Nurses Ltd,Professional group,1,1991,VIC,human health and social work activities,occupational association
143,Australian Academy of the Humanities,Professional group,4,1969,ACT,education,occupational association
1301,National Association of Agricultural Educators,Professional group,0,,QLD,agriculture forestry and fishing,occupational association
1309,National Association of Testing Authorities Australia,Professional group,132,1947,NSW,professional scientific and technical activities,occupational association
556,Australian Pedorthic Medical Grade Footwear Association,Professional group,,1970,NSW,human health and social work activities,occupational association
645,Australian Society of Association Executives,Professional group,7,,VIC,other service activities,occupational association
359,Australian Funeral Directors Association,Professional group,,1935,VIC,other service activities,occupational association
367,Australian Geography Teachers' Association,Professional group,0,1967,QLD,education,occupational association
644,Australian Society of Archivists Inc,Professional group,0.5,1975,NSW,arts entertainmnent and recreation,occupational association
185,Australian Association of Surgeons,Professional group,0.5,1971,NSW,human health and social work activities,occupational association
721,Australian Women Lawyers,Professional group,0,1997,WA,professional scientific and technical activities,occupational association
257,Australian College of Rural and Remote Medicine,Professional group,64,1997,QLD,human health and social work activities,occupational association
684,Australian Tennis Professional Coaches Association Ltd,Professional group,1,1967,NSW,arts entertainmnent and recreation,occupational association
1409,Overnight Airfreight Operators' Association,Professional group,0.5,1989,QLD,transportation and storage,occupational association
414,Australian Institute of Building,Professional group,6,1951,ACT,construction,occupational association
546,Australian Osteopathic Association,Professional group,5,1940,NSW,human health and social work activities,occupational association
912,Council of Australian Postgraduate Associations Inc,Professional group,0.5,1979,VIC,education,occupational association
648,Australian Society of Clinical Hypnotherapists,Professional group,0.5,,NSW,human health and social work activities,occupational association
661,Australian Sonographers Association,Professional group,6,1992,VIC,human health and social work activities,occupational association
1234,Local Government Managers Australia,Professional group,5,1936,VIC,public administration and defence compulsory social security,occupational association
891,Confederation of Postgraduate Medical Education Councils,Professional group,2,2010,VIC,education,occupational association
816,Catholic Secondary Principals Australia,Professional group,0.5,1994,ACT,education,occupational association
961,Discharge Planning Association,Professional group,0,1968,NSW,human health and social work activities,occupational association
1460,Professions Australia,Professional group,1,1970,ACT,professional scientific and technical activities,occupational association
417,Australian Institute of Conveyancers,Professional group,3,,SA,real estate activities,occupational association
291,Australian Counselling Association,Professional group,3,2000,QLD,human health and social work activities,occupational association
900,Contemporary Sculptors Association,Professional group,0.5,1997,VIC,arts entertainmnent and recreation,occupational association
1171,Institute of Chartered Accountants in Australia,Professional group,,1928,NSW,professional scientific and technical activities,occupational association
323,Australian Environmental Pest Managers Association Ltd,Professional group,,1988,NSW,administrative and support service activities,occupational association
862,Clinical Oncological Society of Australia,Professional group,5,1971,NSW,human health and social work activities,occupational association
1510,Royal Australian College of General Practitioners,Professional group,,1958,VIC,human health and social work activities,occupational association
951,Dental Hygienists Assistants Association of Australia Inc,Professional group,1,1991,SA,human health and social work activities,occupational association
1167,Institute of Australian Consulting Arborists,Professional group,0,,NSW,administrative and support service activities,occupational association
100,Association of Women Educators,Professional group,0.5,1983,QLD,education,occupational association
1457,Professional Golfers Association of Australia Ltd,Professional group,52,1911,VIC,arts entertainmnent and recreation,occupational association
170,Australian Association of Consultant Pharmacy,Professional group,8,1995,ACT,human health and social work activities,occupational association
653,Australian Society of Orthodontists Inc,Professional group,5,1927,NSW,human health and social work activities,occupational association
420,Australian Institute of Food Science and Technology Inc,Professional group,6,1967,NSW,accommodation and food service activities,occupational association
491,Australian Marine Sciences Association,Professional group,0.5,1962,QLD,professional scientific and technical activities,occupational association
159,Australian Archaeological Association Inc,Professional group,0,1973,QLD,professional scientific and technical activities,occupational association
277,Australian Council for Educational Leaders,Professional group,6,1973,NSW,education,occupational association
756,BICSI,Professional group,,1974,VIC,information and communication,occupational association
810,Career Development Association of Australia,Professional group,3,,SA,education,occupational association
1191,Inventors Association of Australia (Federal) Inc,Professional group,0,,WA,professional scientific and technical activities,occupational association
588,Australian Psychological Society Ltd,Professional group,65,1966,VIC,human health and social work activities,occupational association
817,Catholic Social Services (Australia),Institutional group,,2001,ACT,human health and social work activities,social welfare and poor
1543,Settlement Council of Australia,Institutional group,2,,NSW,human health and social work activities,social welfare and poor
1668,Universities Australia,Institutional group,20,1920,ACT,education,education
1349,National Out of School Hours Services Association,Institutional group,0,1992,NSW,human health and social work activities,social welfare and poor
301,Australian Day Hospital Association Ltd,Institutional group,1.5,1992,WA,human health and social work activities,health
383,Australian Healthcare and Hospitals Association,Institutional group,4,1946,ACT,human health and social work activities,health
1307,National Association of Services Against Sexual Violence,Institutional group,0,1996,QLD,human health and social work activities,social welfare and poor
1327,National Disability Services (NDS),Institutional group,80,1944,ACT,human health and social work activities,disabled and health advocacy
957,Disability Employment Australia,Institutional group,7,1996,VIC,human health and social work activities,disabled and health advocacy
699,Australian University Sport,Institutional group,20,1992,QLD,arts entertainmnent and recreation,recreational
880,Community Colleges Australia,Institutional group,2,2007,NSW,education,education
283,Australian Council of State School Organisations,Institutional group,1,1947,ACT,education,education
290,Australian Council on Healthcare Standards,Institutional group,57,1974,NSW,human health and social work activities,health
1293,National Aboriginal Community Controlled Health Organisation,Institutional group,16,1997,ACT,human health and social work activities,health
1669,University Colleges Australia Inc,Institutional group,0.5,1965,VIC,education,education
849,Christian Education National,Institutional group,4,1966,NSW,education,education
388,Australian Higher Education Industrial Association,Institutional group,8,1990,VIC,education,education
881,Community Housing Federation of Australia,Institutional group,,1996,ACT,human health and social work activities,social welfare and poor
1544,Sexual Health and Family Planning Australia Inc,Institutional group,1,1974,ACT,human health and social work activities,health
474,Australian Local Government Association,Institutional group,12,1947,ACT,public administration and defence compulsory social security,aus government
1156,Independent Schools Council of Australia,Institutional group,8,1970,ACT,education,education
1520,Rural Health Workforce Australia,Institutional group,,2000,VIC,human health and social work activities,health
815,Catholic Health Australia,Institutional group,7,1999,ACT,human health and social work activities,health
1318,National Catholic Education Commission,Institutional group,4,1974,ACT,education,education
1322,National Council of Churches in Australia,Institutional group,36,1994,NSW,other service activities,identity groups
803,Camp Quality,Service Group,69,1983,NSW,,disabled and health advocacy
1515,Royal Life Saving Society Australia,Service Group,,1894,NSW,,recreational
772,Bone Health Foundation,Service Group,2,1991,SA,,disabled and health advocacy
1204,Jean Hailes for Women's Health,Service Group,9,1992,VIC,,disabled and health advocacy
1558,Sleep Disorders Australia,Service Group,0,1996,QLD,,disabled and health advocacy
827,Central Australian Aboriginal Media Association,Service Group,0,1980,NT,,identity groups
1593,Stillbirth and Neonatal Death Support,Service Group,1,1983,VIC,,disabled and health advocacy
838,Child Abuse Prevention Service,Service Group,2,1976,NSW,,social welfare and poor
1241,Make-A-Wish Australia,Service Group,45,1985,VIC,,disabled and health advocacy
1443,Polycystic Ovarian Syndrome Association,Service Group,0,,NSW,,disabled and health advocacy
737,Autism Spectrum Australia,Service Group,288,1966,NSW,,disabled and health advocacy
752,Benevolent Society,Service Group,800,1813,NSW,,social welfare and poor
1411,Oz Child: Children Australia Inc,Service Group,105,1993,VIC,,social welfare and poor
755,Bible Society Australia,Service Group,64,1817,NSW,,identity groups
39,Allergy & Environmental Sensitivity Support & Research Association,Service Group,0,1984,VIC,,disabled and health advocacy
844,Children's Protection Society,Service Group,52,1896,VIC,,social welfare and poor
958,Disability Services Australia,Service Group,,1956,NSW,,disabled and health advocacy
10,Acoustic Neuroma Association Australia Inc,Service Group,0,1984,VIC,,disabled and health advocacy
959,Disabled Motorists,Service Group,0.5,1954,VIC,,disabled and health advocacy
1637,The Myer Foundation,Service Group,6,1959,VIC,,philantrophy
1053,Foundation for National Parks and Wildlife,Service Group,4,1970,NSW,,public interest
1225,Lesbians Inc,Service Group,0,,NSW,,sexual
1144,"Humour Foundation, The",Service Group,7,1997,NSW,,disabled and health advocacy
1139,House With No Steps (The Wheelchair and Disabled Association of Aust),Service Group,800,1962,NSW,,disabled and health advocacy
1229,Lifeline Australia,Service Group,45,1963,ACT,,social welfare and poor
23,Aftercare,Service Group,44,1907,NSW,,disabled and health advocacy
1713,Young Australia League Inc,Service Group,0,1905,WA,,age
1072,Gamblers Anonymous,Service Group,0,1957,NSW,,social welfare and poor
468,Australian Literacy & Numeracy Foundation,Service Group,,1999,NSW,,social welfare and poor
1360,National Secretariat JCI Australia,Service Group,0.5,1933,VIC,,age
784,Breast Cancer Institute of Australia,Service Group,,,NSW,,disabled and health advocacy
14,Adults Surviving Child Abuse,Service Group,2,1995,NSW,,social welfare and poor
1690,Whitelion,Service Group,,1999,VIC,,social welfare and poor
1561,Social Ventures Australia,Service Group,63,2002,NSW,,social welfare and poor
1120,Heart Support Australia Ltd,Service Group,1,1986,ACT,,disabled and health advocacy
1224,"Leprosy Mission Australia, The",Service Group,11,1913,VIC,,disabled and health advocacy
1276,"Mirabel Foundation, The",Service Group,16,1998,VIC,,social welfare and poor
34,Al-Anon Family Groups Pty Ltd,Service Group,2,1951,VIC,,disabled and health advocacy
112,Aussie Helpers,Service Group,1,2002,NSW,,social welfare and poor
1586,St.George Foundation Ltd,Service Group,1,1990,NSW,,social welfare and poor
1506,Ronald McDonald House Charities,Service Group,,1985,NSW,,disabled and health advocacy
1408,Ovarian Cancer Research Foundation,Service Group,4,2000,VIC,,disabled and health advocacy
850,Christian Venues Association,Service Group,4,1974,NSW,,recreational
1430,PIONEERS of Australia Inc,Service Group,7,1931,VIC,,identity groups
1145,Humpty Dumpty Foundation,Service Group,5,1996,NSW,,disabled and health advocacy
1302,National Association of Community Legal Centres,Service Group,9,1979,NSW,,social welfare and poor
1154,Independence Australia,Service Group,132,1957,VIC,,disabled and health advocacy
217,Australian Business Volunteers,Service Group,12,1981,ACT,,philantrophy
1559,"Smith Family, The",Service Group,539,1922,NSW,,social welfare and poor
696,Australian Turkish Association,Service Group,,1978,VIC,,identity groups
1420,Partners in Aid,Service Group,0,1962,VIC,,social welfare and poor
1712,YMCA Australia,Service Group,15,1851,VIC,,age
57,Apex Foundation,Service Group,2,,NSW,,social welfare and poor
358,Australian Foundation for Disability,Service Group,,1951,NSW,,disabled and health advocacy
1483,Redkite,Service Group,,1983,NSW,,disabled and health advocacy
944,"Deb Bailey Foundation, The",Service Group,,2003,NSW,,disabled and health advocacy
1110,Habitat for Humanity Australia,Service Group,11,1988,NSW,,social welfare and poor
1281,Mothers Union in Australia,Service Group,,1892,QLD,,identity groups
1220,Leadership Plus,Service Group,11,1990,VIC,,disabled and health advocacy
1277,Mission Australia,Service Group,3500,1862,NSW,,social welfare and poor
750,Beacon Foundation,Service Group,,1995,TAS,,age
123,Australia Medic Alert Foundation,Service Group,13,1971,SA,,disabled and health advocacy
774,Bowel Group for Kids Inc,Service Group,0,1996,NSW,,disabled and health advocacy
806,"CanTeen, the Australian Organisation for Young People Living with Cancer",Service Group,,1988,NSW,,disabled and health advocacy
808,Care Connect,Service Group,417,1994,VIC,,social welfare and poor
122,Australia Korean Welfare Association,Service Group,2,1979,NSW,,identity groups
6,Abused Child Trust,Service Group,70,1988,QLD,,social welfare and poor
146,Australian Addison's Disease Association,Service Group,0,1995,NSW,,disabled and health advocacy
1286,Muscular Dystrophy Australia,Service Group,9,1954,VIC,,disabled and health advocacy
5,Aboriginal Children's Advancement Society,Service Group,1,1963,NSW,,social welfare and poor
1197,Irritable Bowel Information and Support Association of Australia Inc,Service Group,0.5,1994,QLD,,disabled and health advocacy
1291,Muslim Aid Australia,Service Group,4,1989,NSW,,social welfare and poor
1449,Pregnancy Help Australia,Service Group,0.5,1979,NSW,,disabled and health advocacy
630,Australian Sikh Association,Service Group,5,1983,NSW,,identity groups
1048,Food Safety Information Council,Service Group,0,1997,ACT,,disabled and health advocacy
1294,National Aboriginal Sports Corporation Australia,Service Group,3,1995,NSW,,recreational
452,Australian Islamic Cultural Centre,Service Group,0,1986,NSW,,identity groups
1381,NF Australia,Service Group,2,1985,VIC,,disabled and health advocacy
1557,Skin & Cancer Foundation Australia,Service Group,13,1978,NSW,,disabled and health advocacy
777,BoysTown,Service Group,422,1961,QLD,,social welfare and poor
1497,Rett Syndrome Association of Australia Inc,Service Group,0,1989,VIC,,disabled and health advocacy
1589,Starlight Children's Foundation of Australia,Service Group,,1988,NSW,,disabled and health advocacy
1151,Impotence Australia,Service Group,1,2000,NSW,,disabled and health advocacy
1514,Royal Institute for Deaf and Blind Children,Service Group,,1860,NSW,,disabled and health advocacy
1539,Seeing Eye Dogs Australia,Service Group,,1960,VIC,,disabled and health advocacy
1254,Medecins Sans Frontieres,Service Group,,1994,NSW,,social welfare and poor
779,Brain Foundation,Service Group,1,1970,NSW,,disabled and health advocacy
1641,The Salvation Army Southern Territory,Service Group,531,1920,VIC,,social welfare and poor
1192,Irabina Autism Childhood Services,Service Group,6,1970,VIC,,disabled and health advocacy
781,Brainwave Australia,Service Group,,,VIC,,disabled and health advocacy
515,Australian Multiple Birth Association,Service Group,,1974,NSW,,disabled and health advocacy
1583,St John Ambulance Australia,Service Group,,1883,ACT,,disabled and health advocacy
221,Australian Cancer Research Foundation,Service Group,10,1984,NSW,,disabled and health advocacy
1210,Kid's Cancer Project,Service Group,,1993,NSW,,disabled and health advocacy
1207,JNF Environmental Association of Australia Inc,Service Group,,1996,NSW,,public interest
882,Community Information Strategies Australia Inc t/a Connecting Up Australia,Service Group,13,1981,SA,,social welfare and poor
1257,Medical Advances Without Animals Trust,Service Group,2,1999,ACT,,disabled and health advocacy
754,Bible League Inc,Service Group,5,1971,NSW,,identity groups
1000,ESTIA Foundation of Australia,Service Group,,1994,NSW,,identity groups
403,Australian Indigenous Leadership Centre,Service Group,1,1999,ACT,,education
1396,Open Family Australia,Service Group,,1978,VIC,,social welfare and poor
1212,Kids Under Cover,Service Group,15,1989,VIC,,social welfare and poor
1316,National Breast Cancer Foundation,Service Group,32,1994,NSW,,disabled and health advocacy
597,Australian Red Cross,Service Group,1058,1914,VIC,,social welfare and poor
884,Community Restorative Centre,Service Group,34,1951,NSW,,social welfare and poor
1446,Post and Antenatal Depression Association Inc,Service Group,2,1985,VIC,,disabled and health advocacy
497,Australian Mathematics Trust,Service Group,12,1992,ACT,,education
1489,Relationships Australia,Service Group,3,1952,ACT,,social welfare and poor
1153,Incest Survivors Association Inc,Service Group,1,1984,WA,,social welfare and poor
924,Crisis Support Services Inc,Service Group,60,1960,VIC,,social welfare and poor
1626,The Alannah and Madeline Foundation,Service Group,40,1997,VIC,,social welfare and poor
620,Australian Seniors Computer Clubs Association,Service Group,2,1998,NSW,,recreational
9,Aceda Inc,Service Group,8,1983,SA,,disabled and health advocacy
1055,"Fred Hollows Foundation, The",Service Group,57,1992,NSW,,disabled and health advocacy
120,Australia for UNHCR,Service Group,112,2000,NSW,,public interest
1160,Inspire Foundation,Service Group,32,1996,NSW,,disabled and health advocacy
12,Active Ageing Australia,Service Group,1,,SA,,social welfare and poor
1594,Stillbirth Foundation Australia,Service Group,2,2008,NSW,,disabled and health advocacy
1266,MensLine Australia,Service Group,0,,VIC,,social welfare and poor
548,Australian Outward Bound Foundation,Service Group,100,1956,ACT,,age
1292,Narcotics Anonymous Australia,Service Group,1.5,1986,NSW,,disabled and health advocacy
1597,Stride Foundation Limited,Service Group,7,1987,VIC,,social welfare and poor
892,Conservation Volunteers Australia,Service Group,170,1982,VIC,,public interest
1080,"Gawler Foundation, The",Service Group,7,1982,VIC,,disabled and health advocacy
1657,Try Australia,Service Group,153,1883,VIC,,social welfare and poor
662,Australian Speech Communication Association Inc,Service Group,,1974,NSW,,education
267,Australian Companion Animal Health Foundation,Service Group,0,1989,NSW,,public interest
534,Australian Network on Disability,Service Group,7,2000,NSW,,disabled and health advocacy
16,Adventist Development & Relief Agency Australia,Service Group,21,1978,NSW,,social welfare and poor
940,Day of Difference Foundation,Service Group,1,2004,NSW,,disabled and health advocacy
1512,Royal Australian Regiment Association,Service Group,0,1972,QLD,,defence
1606,Sustainable Living Foundation,Service Group,1,2000,VIC,,public interest
3,Able Australia,Service Group,327,1967,VIC,,disabled and health advocacy
1211,Kids Foundation,Service Group,5,1993,VIC,,disabled and health advocacy
1620,Tear Australia,Hybrid group,26,1971,VIC,,public interest
932,Cystic Fibrosis Australia,Hybrid group,1,1987,NSW,,disabled and health advocacy
861,Clean Up Australia,Hybrid group,1,1989,NSW,,public interest
1553,SIDS and Kids Australia,Hybrid group,11,1977,VIC,,disabled and health advocacy
687,Australian Thyroid Foundation,Hybrid group,0,1997,NSW,,disabled and health advocacy
375,Australian Greek Welfare Society,Hybrid group,17.5,1972,VIC,,social welfare and poor
1013,Fatherhood Foundation,Hybrid group,0,2002,NSW,,age
1488,RELATEWELL (Family Relationships Institute Inc),Hybrid group,3,1978,VIC,,social welfare and poor
1630,The Australian Kidney Foundation (t/a Kidney Health Australia),Hybrid group,78,1968,VIC,,disabled and health advocacy
748,Barnardos Australia,Hybrid group,250,1883,NSW,,social welfare and poor
1522,SANE Australia,Hybrid group,32,1985,SA,,disabled and health advocacy
37,Alison Hunter Memorial Foundation,Hybrid group,0,1998,NSW,,disabled and health advocacy
826,Central Australian Aboriginal Congress,Hybrid group,10,1973,NT,,disabled and health advocacy
498,Australian Meals on Wheels Association,Hybrid group,,1989,SA,,social welfare and poor
1552,Siblings Australia Inc,Hybrid group,1,2003,SA,,disabled and health advocacy
183,Australian Association of Special Education Inc,Hybrid group,1,1965,NSW,,education
43,Alzheimer's Australia,Hybrid group,411,1985,ACT,,disabled and health advocacy
1585,St Vincent de Paul National Council of Australia,Hybrid group,3000,1854,ACT,,social welfare and poor
987,Endeavour Foundation,Hybrid group,880,1951,QLD,,disabled and health advocacy
1678,Vision Australia,Hybrid group,820,2004,NSW,,disabled and health advocacy
782,Bravehearts,Hybrid group,35,1997,QLD,,social welfare and poor
601,Australian Respiratory Council,Hybrid group,2,1910,NSW,,disabled and health advocacy
972,Dystrophic Epidermolysis Bullosa Research Association of Australia,Hybrid group,2,1980,NSW,,disabled and health advocacy
1222,Lebanese Muslim Association,Hybrid group,3,1961,NSW,,identity groups
1563,Society for Responsible Design,Hybrid group,0.5,1989,NSW,,arts and cultural
943,Deaf Sports Australia,Hybrid group,2,1955,VIC,,disabled and health advocacy
1238,Macular Degeneration Foundation,Hybrid group,12,2001,NSW,,disabled and health advocacy
821,CBM Australia,Hybrid group,58,1983,VIC,,public interest
789,Brotherhood of St Laurence,Hybrid group,,1930,VIC,,social welfare and poor
1592,Stepfamilies Australia,Hybrid group,2,1981,VIC,,social welfare and poor
1467,Prostate Cancer Foundation of Australia,Hybrid group,19,1996,NSW,,disabled and health advocacy
801,Butterfly Foundation,Hybrid group,8,2002,VIC,,disabled and health advocacy
1524,Save the Children Australia,Hybrid group,1000,1919,VIC,,social welfare and poor
1542,Service to Youth Council Inc,Hybrid group,342,1958,SA,,social welfare and poor
864,Cochlear Implant Club and Advisory Association,Hybrid group,0,1985,NSW,,disabled and health advocacy
736,Autism Behavioural Intervention Association,Hybrid group,2.5,1981,VIC,,disabled and health advocacy
102,Asthma Australia,Hybrid group,3,1992,SA,,disabled and health advocacy
1666,Uniting Care Australia,Hybrid group,7,,ACT,,social welfare and poor
1433,Plan,Hybrid group,43,1971,VIC,,public interest
1410,Oxfam Australia,Hybrid group,627,1953,VIC,,public interest
1340,National Heart Foundation of Australia,Hybrid group,300,1960,VIC,,disabled and health advocacy
1616,Taronga Foundation,Hybrid group,10,,NSW,,public interest
38,Allergy & Anaphylaxis Australia,Hybrid group,2,1993,NSW,,disabled and health advocacy
