ABN,Name,Main activity,Charity size,Full time staff,Part time staff,Volunteers
13252984041,Casula Public School Parents & Citizens Association,Primary and secondary education,Small,0,0,10
13254267507,Stanage Township Organization Incorpor,Other recreation and social club activity,Small,0,0,16
13254622822,Murray Mallee General Practice Network Incorporated,Other health service delivery,Large,13,9,8
13257451984,Eastern Chinese Christian Church Incorporated,Religious activities,Small,0,0,20
13260169156,Vietnam Veterans Association Ofaustralia South Australian Branch Incorporated,Other activity,Small,0,0,20
13261482825,Yeronga Meals On Wheels Inc,,Small,1,0,50
13261703296,Good Shepherd Parish,Religious activities,Small,0,5,60
13262113275,Associated Peniel Ministries Australia Inc,Religious activities,Small,0,0,5
13264183365,Plympton Glenelg RSL Sub Branch Inc,Aged care activities,Small,0,1,10
13266015218,The Trustee For Sargents Foundation Sub Fund,,Small,0,0,0
13267538763,The Trustee For Convoy For Kids Sydney Foundation,Other activity,Small,0,0,30
13272901606,The Raindrop Foundation,Other health service delivery,Small,0,0,2
13275225221,Friends Of Simpson Desert Parks,Environmental activities,Small,0,0,40
13276995038,Uniting Church Child Care Association (Gympie Congregation),Religious activities,Large,3,26,37
13278852741,Dicker Harry Trust,Grant-making activities,Small,0,0,0
13279571038,Isolated Childrens Parents Association Tasmania State Council,,Small,0,0,12
13287201233,Avoca Sub-Branch Of The Returned & Services League Of Australia (Victorian Branch) Inc,,Small,0,0,5
13288179987,Murrayville Memorial Bush Nursing Hospital Incorporated,,Small,0,0,9
13291033283,Catholic Parish Of St Michaels Meadowbank,Religious activities,Small,0,4,143
13292940013,Elmore & District Pre-School Association Inc,Other recreation and social club activity,Small,0,3,12
13294026244,Historical Aircraft Restoration Society,Other activity,Large,0,0,150
13294228512,Peninsula Orthopaedic Research Institute,Research,Small,2,1,0
13294582557,Arts North West Inc,Culture and arts,Medium,1,4,2
13295692722,Amputee Association Of Sydney Incorporated,Other activity,Small,0,0,5
13298726172,Aussie Indians Community Trust,,Small,0,0,0
13303397074,St George Historical Society Inc,Research,Small,0,0,8
13304983227,The Trustee For Dream Workers Trust,Other activity,Small,0,0,4
13305260387,The Trustee For The St Joseph's Nudgee College Indigenous Bursary Fund Trust,Other education,Small,0,0,2
13306515493,Hedland Senior High School P&C Association Inc,,Small,4,2,12
13307176982,Friends Of The Vietnamese Invalid Veterans Association Incorporated,Emergency and relief,Small,0,0,15
13310092237,The Trustee For Erwin Vogt Foundation,Other activity,Large,0,0,0
13313431716,The Trustee For Canterbury Girls Secondary College Welfare Fund,,Small,0,0,6
13313875164,Iona Presentation College Asspa Committee,Primary and secondary education,Small,0,0,0
13315121009,Youth With A Mission - Tasmania Inc,,Small,0,0,20
13317461763,Jesus Youth Australia,Religious activities,Small,0,0,75
13320346330,The Trustee For The Salvation Army (Sa) Property Trust,Religious activities,Small,0,0,0
13325439421,Matraville Baptist Church,Religious activities,Small,1,0,5
13327567140,Catholic Adult Education Centre Archdiocese Of Sydney,Religious activities,Medium,8,0,20
13328809145,Summerland Early Intervention Programme Inc,Other health service delivery,Small,3,11,0
13328829794,Old Newingtonians Union Centennial Trust,,Small,0,0,2
13334102867,The Way Community Incorporated,Housing activities,Small,1,6,20
13334392432,Inner West Skills Centre Inc,Employment and training,Large,32,3,3
13334735337,ROBERTSON AGRICULTURAL AND HORTICULTURAL SOCIETY INC,"Economic, social and community development",Small,0,0,100
13335990038,Woden Seniors Incorporated,Aged care activities,Small,1,0,30
13340428767,Destiny Church,Religious activities,Medium,4,1,3
13340576684,Beyond Church Incorporated,Religious activities,Medium,0,1,25
13340801870,The Trustee For Bendigo Health Care Group Foundation Charitable Trust,Hospital services and rehabilitation activities,Medium,2,3,20
13341410687,Scientifiques Sans Frontieres Australia,,Small,0,0,0
13341910193,Legend Park Pre School Assoc Inc,,Small,1,3,8
13346122468,Uca-Karyrie Parish,,Small,0,0,12
13348226983,ACT Shelter Association,Civic and advocacy activities,Small,0,4,0
13349283963,The Commander Holbrook Rsl War Memorial Scholarship Fund,Primary and secondary education,Small,0,0,6
13352491234,South Australian Volunteer Fire Fighters Museum,Civic and advocacy activities,Small,0,0,25
13358876011,Lotus Outreach Australia,International activities,Small,0,0,10
13360467336,Holbrook Retirement Accommodation Committee,Housing activities,Small,0,0,4
13360589220,Project Pax for Veterans of Western Australia Inc.,Mental health and crisis intervention,Small,0,0,10
13361743135,Church Of Christ Bowral,,Small,1,2,10
13361813637,The Australian Society Of Authors Benevolent Fund,Grant-making activities,Small,0,0,6
13362411310,The Corporation Of The Synod Of The Diocese Of Brisbane,Religious activities,Small,0,1,15
13364203224,DERRINALLUM RSL SUB-BRANCH PATRIOTIC FUND,,SMALL,0,0,0
13367807399,Nanango Theatre Company Inc.,Culture and arts,Small,0,0,25
13369391128,Linger Longer Country Common Equity Rental Co-Operative Ltd,Housing activities,Small,0,0,0
13369781154,Whitford Catholic Primary School,Primary and secondary education,Large,17,42,30
13371873972,Church Of Christ Nambour,Religious activities,Medium,2,2,40
13372781950,Young Adults Disabled Association Inc,Social services,Medium,1,0,60
13373295187,Kenmore District Kindergarten & Preschool Assoc Inc,,Medium,2,6,100
13373732474,Alt Association Inc,Environmental activities,Medium,10,3,50
13378026171,The Trustee For The Schwinghammer Foundation,,Medium,0,0,4
13379448180,Bdcu Goulburn Hospital Fundarising Inc,Other health service delivery,Small,0,0,20
13379828793,St Andrew Lutheran Church Darwin Incorporated,Religious activities,Medium,1,0,30
13381977987,Ymca Of Central Australia Inc,,Large,20,30,2
13382113021,Peel Volunteer Resource Center Inc,Social services,Small,0,5,70
13382520396,The Trustee For Estate Fon Ah Mouy,Grant-making activities,Large,0,0,0
13383281451,Sesame Ministries Incorporated ,Religious activities,Small,0,0,4
13384362266,The Trustee For The Montessori Children's Foundation Scholarship Fund,,Small,0,0,0
13384551045,Dorrigo Preschool Association Incorporated,Other activity,Medium,0,8,10
13385003711,Church Of Christ Orange,Religious activities,Small,1,0,41
13388033267,Manjimup Volunteer Fire Brigade,,Small,0,0,18
13392123611,Wirn Wirn Dook Common Equity Rental Housing Co-Operative Ltd,Housing activities,Small,0,0,0
13394412665,The Trustee For The Alcorso Foundation Incorporated,Culture and arts,Small,0,1,30
13401935388,Light Of Life Ministries,,Small,0,0,0
13402033474,Australiana Society Inc,,Small,0,0,11
13402622355,Australian Entertainment Mo Awards Inc,Other activity,Small,0,0,49
13404468610,The Wishbone Foundation,Aged care activities,Small,0,0,10
13404809878,Emerald Christian Assembly,Religious activities,Small,0,0,0
13416277065,Boroondara General Cemetery,Other activity,Large,4,2,0
13417992311,Hackett Preschool Parent Association Inc,"Economic, social and community development",Small,0,0,15
13419019806,Capricornia Training Company Ltd,Employment and training,Large,33,1,0
13419820470,Equine Action Qld Inc,,Small,0,0,6
13420920671,Two Wells Rsl Sub Branch,,Small,0,0,0
13425892872,Gfs An Anglican Ministry Grafton Diocese,Other recreation and social club activity,small,0,0,5
13427301090,The Trustee For The Alan Missen Foundation,Grant-making activities,Small,0,0,5
13429523492,The Trustee For Roffe-Silvester Trust,Religious activities,Small,0,0,4
13430953536,St Brendan's Catholic Church - Cororooke,Religious activities,small,0,1,30
13432779189,Trustees Of The Vincentian Fathers,,Small,0,0,5
13436635535,Buddhist Council Of Victoria,Religious activities,Small,0,1,21
13438908357,The Willochra Home Auxiliary,Religious activities,Small,0,0,8
13439252451,New England Hacc Development Incorporated,Other activity,Large,2,3,0
13445851003,Cairns Jazz Club Inc,Aged care activities,Small,0,0,10
13447096005,The Trustee For The Victorian Medical Radiation Practitioners Education Trust,,Small,0,0,0
13448727064,Gordonvale Community Kindergarten Association Incorporated,Other education,Medium,2,4,44
13448791551,St Peters College Mission Guild,,Small,0,0,60
13449348528,Women's Federation for World Peace Australia INC,"Economic, social and community development",Small,0,0,15
13449670034,Vermont Uniting Church,Religious activities,Small,0,1,25
13450726220,Free Serbian Orthodox Church Diocese For Australia And New Zealand,Religious activities,Small,0,0,50
13451388713,The Inner Light Foundation Incorporated,"The relief of poverty, sickness or the needs of the aged",Small,0,0,0
13456244825,Shared Learning & Activities Murtoa Incorporated,"Economic, social and community development",Small,0,7,30
13457661364,Brassall Uniting Church,Religious activities,Small,1,0,30
13458337665,Ararat & District Ymca Youth Clubs,"Economic, social and community development",Small,0,1,7
13458860742,Bosna & Hercegovina Islamic Society,Religious activities,Large,1,0,20
13460486859,Anglican Parish Of Sharkbay,Religious activities,Small,1,0,0
13462775817,Maitland Health Centre Incorporated,Other health service delivery,Small,0,1,9
13463238900,North Townsville Community Hub Inc,Social services,Medium,1,2,15
13465280311,Council On The Ageing Queensland Ltd,Civic and advocacy activities,Large,3,7,60
13465767789,Friends Of The Earth Brisbane,Environmental activities,Small,0,0,38
13468825637,Kutjala Playgroup & Kindergarten Inc,Early Childhood Education,Medium,4,1,4
13469744032,Immigrant Womens' Health Information Service Inc,Other health service delivery,Medium,1,8,13
13469905303,Wellington Historical Society Incorpor,Culture and arts,Small,0,0,15
13470861405,The Trustee For Nafsika Stamoulis Foundation,Other activity,Small,0,0,0
13473627792,Australian String Quartet Inc,Culture and arts,Large,5,2,2
13476085624,Revival Centres International - Morwell,,Small,0,2,5
13477452288,Baptist Church Chinchilla,Religious activities,Small,1,0,30
13477856743,Inverloch Jazz Festival Inc.,Culture and arts,Small,0,0,65
13479644208,Sunnyside Kindergarten Association Inc,Other education,Medium,1,11,15
13481713380,Bundanoon RSL sub-Branch (RSL NSW),,Small,0,0,8
13483401215,Wishart Community Outside School Hours Care Inc.,Other activity,Medium,1,10,4
13488323121,The Lawrence Hargrave Society Inc,Other education,Small,0,0,10
13489483645,C3 Church Bayside,Religious activities,Small,1,1,30
13491976166,Yoorooga Uniting Care,,Medium,0,0,0
13492647078,The Trustee For Ainse Trust Fund,,Small,0,0,0
13492771106,Murgon District Baptist Church,Religious activities,Small,1,0,0
13493304755,The Trustee For Q C F Account Sutton J E Memorial Fund Trust,Grant-making activities,Small,0,0,0
13495042448,Mount Nowe Rural Fire Brigade,Other activity,Small,0,0,35453
13497409420,Gooburrum Primary P&C Association,Income support and maintenance,Small,0,5,22
13499295062,Warwick Senior High School P&C Assn,Other education,Small,0,2,1
13499295062,Warwick Senior High School P&C Assn,Other education,Small,0,2,1
13501013741,Woorak Lutheran Sunday School,Other education,Small,0,0,4
13504160116,Parish Of Swansea - All Saints Restoration Fund,Religious activities,Small,0,0,0
13506264631,Hpa Incorporated,Other activity,Large,27,96,8
13506607617,TRUSTEES OF THE ROMAN CATHOLIC CHURCH FOR THE ARCHDIOCESE OF CANBERRA AND GOULBURN AS TRUSTEE FOR MOTHER TERESA PRIMARY HARRISON,Primary and secondary education,Large,20,21,0
13509181149,West Croydon Baptist Church Inc,Religious activities,Small,1,0,0
13514290953,Uca - Eastern Downs Parish,Religious activities,Small,0,0,45
13517940306,Meredith Community Centre Inc,Employment and training,Small,0,6,10
13519003328,Hebron Trust,Religious activities,Medium,0,0,14
13519495257,Urban Taskforce Foundation Trust,,Small,0,0,0
13519616066,Scecgs Redlands Scholarship Fund,,Small,0,0,0
13520126544,Guardian Angel Preschool Kindergarten Incorporated,,Medium,2,5,0
13520261328,Riverlife Community Church,Religious activities,Small,1,1,50
13524817594,City of Newcastle RSL sub-Branch (RSL NSW),,Medium,0,0,8
13525465675,Caves Beach Uniting Pre School,Other education,Medium,6,19,10
13526190339,Chinese Christian Community Service Centre,"Economic, social and community development",Small,0,0,76
13527554002,Anglican Diocese Of Riverina Mother's Union,,Small,0,0,18
13527922017,The Trustee For Jim Bruce Urology And Prostate Cancer Trust,Other health service delivery,Small,0,0,5
13528786729,St. Raymond Sydney Organisation Inc.,Religious activities,Small,0,0,5
13532178264,The Trustee For Ryan Properties Building And Maintenance Fund Good Shepherd Community Centre,Primary and secondary education,Small,0,0,8
13532707356,The Mothers' Union Diocese Of Melbourne,Religious activities,Small,0,3,22
13535681039,Trinity College Parents And Friends Association Incorporated,Other activity,Small,0,0,6
13536220974,Boonah Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,65
13543101930,Jumping Jacks Community Preschool Incorporated,Other education,Medium,3,10,0
13544230983,City of Queanbeyan RSL sub-Branch (RSL NSW),,Medium,0,0,20
13549115505,Coptic Orthodox Church Sa Aust Inc,Religious activities,Medium,2,0,50
13549579845,The Trustee For Bianca's Faith Foundation,Social services,Small,0,0,3
13550977284,The Trustee For Margaret Joan Widdicombe,Grant-making activities,Small,0,0,0
13553713907,Jubilee Community Service Incorporated,Aged care activities,Large,21,13,50
13553721764,Sri Guru Singh Sabha Sikh Cultural Society Of Victoria Incorporated,Religious activities,Large,0,6,50
13553892971,The Trustee For Estate Pauline Melikoff,,Medium,0,0,0
13556130288,Stratheden Public School P & C Association,Other education,Small,0,0,7
13557285014,Bilgola Plateau Public School P&C Association,Primary and secondary education,Medium,0,10,30
13558507287,Christ Living Church Incorporated,Religious activities,Small,1,0,25
13558653584,Edithburgh Uniting Church Council,,Small,0,0,0
13559471814,The Trustee For The Leeuwin Estate Charitable Foundation Trust,,Medium,0,0,0
13565953466,Perth Region NRM Inc,Environmental activities,Large,9,10,0
13567174223,Crib Point Community House Incorporated,"Economic, social and community development",Small,0,1,12
13567272378,St Clements Anglican Church Mosman,Religious activities,Medium,3,5,30
