uniqid,Name,type,staff_com,formed_combined2,stat2,isic1_1,cat1_1,ABN,ABN status,ABN lookup name,ABN lookup score
1251,Materials Australia,Business association,,1946.0,VIC,manufacturing,business organization,40004249183.0,Active,MATERIALS AUSTRALIA,100.0
1252,"Maternity Coalition Inc, The",Citizen group,0.0,1989.0,VIC,,disabled and health advocacy,82691324728.0,Active,MATERNITY COALITION INC,100.0
1254,Medecins Sans Frontieres,Service Group,,1994.0,NSW,,social welfare and poor,74068758654.0,Active,MEDECINS SANS FRONTIERES AUSTRALIA,97.0
1255,Media Federation of Australia,Business association,22.0,1997.0,NSW,information and communication,business organization,29153606681.0,Active,THE MEDIA FEDERATION OF AUSTRALIA LIMITED,100.0
1256,"Media, Entertainment and Arts Alliance",Trade union,,1910.0,NSW,information and communication,union,84054775598.0,Active,MEDIA ENTERTAINMENT AND ARTS ALLIANCE,100.0
1257,Medical Advances Without Animals Trust,Service Group,2.0,1999.0,ACT,,disabled and health advocacy,41660839125.0,Active,THE TRUSTEE FOR THE MEDICAL ADVANCES WITHOUT ANIMALS TRUST,100.0
1258,Medical Association for Prevention of War,Citizen group,1.0,1981.0,VIC,,public interest,15779883661.0,Active,MEDICAL ASSOCIATION FOR PREVENTION OF WAR - AUSTRALIA INC.,97.0
1259,Medical Error Action Group,Citizen group,5.0,1996.0,NSW,,disabled and health advocacy,95009064939.0,Cancelled,ACTION GROUP,94.0
1260,Medical Indemnity Protection Society,Professional group,49.0,1988.0,VIC,human health and social work activities,occupational association,64007067281.0,Active,MEDICAL INDEMNITY PROTECTION SOCIETY LIMITED,100.0
1261,Medical Technology Association of Australia,Business association,11.0,1980.0,NSW,manufacturing,business organization,61129334354.0,Active,Medical Technology Association of Australia Limited,100.0
1262,Medicines Australia,Business association,25.0,1968.0,ACT,manufacturing,business organization,57105836803.0,Cancelled,MEDICINES AUSTRALIA INCORPORATED,100.0
1263,Meetings and Events Australia,Business association,13.0,1975.0,NSW,administrative and support service activities,business organization,31002967366.0,Active,MEETINGS & EVENTS AUSTRALIA,100.0
1265,Men's Rights Agency,Citizen group,0.0,1994.0,QLD,,gender,48102729840.0,Active,MEN'S RIGHTS AGENCY,100.0
1266,MensLine Australia,Service Group,0.0,,VIC,,social welfare and poor,33185295654.0,Active,Men's Line Australia,100.0
1267,Mental Health Council of Australia,Citizen group,13.0,1997.0,ACT,,disabled and health advocacy,67592218493.0,Cancelled,MENTAL HEALTH COUNCIL OF AUSTRALIA INC,100.0
1268,Mental Illness Fellowship of Australia,Citizen group,3.0,1986.0,SA,,disabled and health advocacy,73204129543.0,Active,MENTAL ILLNESS FELLOWSHIP OF AUSTRALIA INCORPORATED,100.0
1269,Metal Roofing & Wall Cladding Association Inc,Business association,0.0,1971.0,NSW,construction,business organization,96147357891.0,Cancelled,AKA Metal Roofing Pty Limited,100.0
1270,Metrology Society of Australia,Professional group,0.0,1993.0,NSW,professional scientific and technical activities,occupational association,80212325748.0,Active,METROLOGY SOCIETY OF AUSTRALIA,100.0
1272,Migration Institute of Australia,Professional group,10.0,,NSW,professional scientific and technical activities,occupational association,83003409390.0,Active,THE MIGRATION INSTITUTE OF AUSTRALIA LIMITED,100.0
1273,Military Historical Society of Australia,Leisure group,0.0,1957.0,ACT,,recreational,95923361674.0,Cancelled,MILITARY HISTORICAL SOCIETY OF AUSTRALIA WA BRANCH,94.0
1274,Mine Managers' Association of Australia Inc,Professional group,,1942.0,NSW,mining and quarrying,occupational association,39182124240.0,Active,MINE MANAGERS ASSOCIATION OF AUSTRALIA INCORPORATED,100.0
1275,Minerals Council of Australia,Business association,,1967.0,ACT,mining and quarrying,business organization,21191309229.0,Active,MINERALS COUNCIL OF AUSTRALIA,100.0
1276,"Mirabel Foundation, The",Service Group,16.0,1998.0,VIC,,social welfare and poor,22926759458.0,Active,THE MIRABEL FOUNDATION INC,100.0
1277,Mission Australia,Service Group,3500.0,1862.0,NSW,,social welfare and poor,15000002522.0,Active,MISSION AUSTRALIA,100.0
1278,Model Aeronautical Association of Australia,Leisure group,1.0,1948.0,NSW,,recreational,64819095900.0,Active,MODEL AERONAUTICAL ASSOCIATION OF AUSTRALIA (INC),100.0
1279,Mohair Australia Ltd,Business association,0.0,1983.0,NSW,agriculture forestry and fishing,business organization,40008585135.0,Active,MOHAIR AUSTRALIA LIMITED,100.0
1280,Mortgage and Finance Association of Australia,Business association,21.0,1979.0,NSW,financial and insurance activities,business organization,62006085552.0,Active,MORTGAGE & FINANCE ASSOCIATION OF AUSTRALIA,100.0
1281,Mothers Union in Australia,Service Group,,1892.0,QLD,,identity groups,53605978073.0,Active,THE MOTHERS UNION IN AUSTRALIA,100.0
1282,Motion Picture Distributors' Association of Australia,Business association,2.0,1926.0,NSW,information and communication,business organization,13000016731.0,Active,MOTION PICTURE DISTRIBUTORS ASSOCIATION OF AUSTRALIA,100.0
1283,Motor Neurone Disease Australia Inc,Citizen group,2.0,1991.0,QLD,,disabled and health advocacy,52650269176.0,Active,MOTOR NEURONE DISEASE AUSTRALIA INC,100.0
1284,Murray Darling Association Inc,Citizen group,2.0,1944.0,NSW,,public interest,64636490493.0,Active,MURRAY DARLING ASSOCIATION,100.0
1285,Murray Grey Beef Cattle Society Ltd,Business association,1.0,1962.0,NSW,agriculture forestry and fishing,business organization,98083111406.0,Active,MURRAY GREY BEEF CATTLE SOCIETY LIMITED,100.0
1286,Muscular Dystrophy Australia,Service Group,9.0,1954.0,VIC,,disabled and health advocacy,55094123627.0,Cancelled,MUSCULAR DYSTROPHY AUSTRALIA PTY LTD,100.0
1287,Museums Australia Inc,Business association,2.0,1994.0,QLD,arts entertainmnent and recreation,business organization,83048139955.0,Active,MUSEUMS AUSTRALIA,100.0
1288,Music Council of Australia,Business association,5.0,1994.0,VIC,arts entertainmnent and recreation,business organization,85070619608.0,Active,MUSIC COUNCIL OF AUSTRALIA PTY LTD,100.0
1289,Musicians Union of Australia,Trade union,,1911.0,VIC,arts entertainmnent and recreation,union,40638808983.0,Cancelled,MUSICIAN'S UNION PTY LTD,97.0
1290,Musicological Society of Australia Inc,Leisure group,0.0,1963.0,WA,,arts and cultural,79159245591.0,Active,MUSICOLOGICAL SOCIETY OF AUSTRALIA INC,100.0
1291,Muslim Aid Australia,Service Group,4.0,1989.0,NSW,,social welfare and poor,23056512958.0,Active,MUSLIM AID AUSTRALIA INC,100.0
1292,Narcotics Anonymous Australia,Service Group,1.5,1986.0,NSW,,disabled and health advocacy,11146082073.0,Cancelled,N A AUSTRALIA NSW PTY LTD,90.0
1293,National Aboriginal Community Controlled Health Organisation,Institutional group,16.0,1997.0,ACT,human health and social work activities,health,89078949710.0,Active,NATIONAL ABORIGINAL COMMUNITY CONTROLLED HEALTH ORGANISATION,100.0
1294,National Aboriginal Sports Corporation Australia,Service Group,3.0,1995.0,NSW,,recreational,66442463291.0,Active,NATIONAL ABORIGINAL SPORTS CORPORATION AUSTRALIA,100.0
1295,National Amusement Machine Operators Association Ltd,Business association,1.0,1961.0,NSW,arts entertainmnent and recreation,business organization,25002097761.0,Active,NATIONAL AMUSEMENT MACHINE OPERATORS ASSOCIATION LIMITED,100.0
1296,National Aquaculture Council,Business association,0.0,,ACT,agriculture forestry and fishing,business organization,96912231582.0,Active,NATIONAL AQUACULTURE COUNCIL INC.,100.0
1297,National Association for Gambling Studies,Leisure group,0.5,1984.0,VIC,,research organizations,55463199079.0,Active,NATIONAL ASSOCIATION FOR GAMBLING STUDIES INC.,100.0
1298,National Association for Prevention of Child Abuse and Neglect,Citizen group,5.0,1987.0,NSW,,age,59223605180.0,Active,NATIONAL ASSOC FOR THE PREVENTION OF CHILD ABUSE & NEGLECT,100.0
1299,National Association for Sustainable Agriculture Australia,Business association,18.0,1986.0,SA,agriculture forestry and fishing,business organization,85003260348.0,Active,NATIONAL ASSOCIATION FOR SUSTAINABLE AGRICULTURE AUSTRALIA LTD,100.0
1300,National Association for the Visual Arts,Business association,6.0,1983.0,NSW,arts entertainmnent and recreation,business organization,16003229285.0,Active,NATIONAL ASSOCIATION FOR THE VISUAL ARTS,100.0
1301,National Association of Agricultural Educators,Professional group,0.0,,QLD,agriculture forestry and fishing,occupational association,54874598275.0,Active,National Association of Agricultural Educators,100.0
1302,National Association of Community Legal Centres,Service Group,9.0,1979.0,NSW,,social welfare and poor,67757001303.0,Active,NATIONAL ASSOCIATION OF COMMUNITY LEGAL CENTRES,100.0
1303,National Association of Food Equipment Suppliers Ltd,Business association,1.0,1990.0,NSW,accommodation and food service activities,business organization,58050541510.0,Active,NATIONAL ASSOCIATION OF FOOD EQUIPMENT SUPPLIERS LIMITED,100.0
1304,National Association of Furniture Agents Inc,Professional group,0.0,1974.0,VIC,wholesale and retail trade repair of motor vehicles and motorcycles,occupational association,22002381372.0,Active,NATIONAL ASSOCIATION OF FURNITURE AGENTS (INC.),100.0
1305,National Association of People Living With HIV/AIDS,Citizen group,7.0,1988.0,NSW,,disabled and health advocacy,79052437899.0,Active,NATIONAL ASSOCIATION OF PEOPLE LIVINGWITH HIV/AIDS,100.0
1306,National Association of Retail Grocers of Australia,Business association,0.0,,NSW,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,72000446355.0,Cancelled,NATIONAL ASSOCIATION OF RETAIL GROCERS OF AUSTRALIA PTY LTD,100.0
1307,National Association of Services Against Sexual Violence,Institutional group,0.0,1996.0,QLD,human health and social work activities,social welfare and poor,74128757692.0,Active,NATIONAL ASSOCIATION OF SERVICES AGAINST SEXUAL VIOLENCE,100.0
1308,National Association of Specialist Obstetricians and Gynaecologists,Professional group,,1989.0,NSW,human health and social work activities,occupational association,26275756266.0,Active,NATIONAL ASSOCIATION OF SPECIALIST OBSTETRICIANS & GYNAECOLOGISTS,100.0
1309,National Association of Testing Authorities Australia,Professional group,132.0,1947.0,NSW,professional scientific and technical activities,occupational association,59004379748.0,Active,NATIONAL ASSOCIATION OF TESTING AUTHORITIES AUSTRALIA,100.0
1310,National Association of Women in Construction,Professional group,,1995.0,VIC,construction,occupational association,66070113192.0,Active,NATIONAL ASSOCIATION OF WOMEN IN CONSTRUCTION,100.0
1311,National Asthma Council Australia,Citizen group,5.0,1990.0,VIC,,disabled and health advocacy,61058044634.0,Active,NATIONAL ASTHMA COUNCIL AUSTRALIA,100.0
1313,National Baking Industry Association,Business association,12.0,,QLD,manufacturing,business organization,99125592314.0,Active,National Baking Industry Association Pty Ltd,100.0
1314,National Band Council of Australia Inc,Leisure group,4.0,,SA,,arts and cultural,68465130939.0,Active,NATIONAL BAND COUNCIL OF AUSTRALIA INCORPORATED,100.0
1315,National Basketball League,Business association,10.0,1979.0,SA,arts entertainmnent and recreation,business organization,96007163804.0,Cancelled,NATIONAL BASKETBALL LEAGUE,100.0
1316,National Breast Cancer Foundation,Service Group,32.0,1994.0,NSW,,disabled and health advocacy,60497761603.0,Cancelled,NATIONAL BREAST CANCER FOUNDATION,100.0
1317,National Bulk Tanker Association,Business association,1.0,,VIC,transportation and storage,business organization,35330786059.0,Active,NATIONAL BULK TANKER ASSOCIATION INC.,100.0
1318,National Catholic Education Commission,Institutional group,4.0,1974.0,ACT,education,education,98732490221.0,Active,NATIONAL CATHOLIC EDUCATION COMMISSION,100.0
1320,National Civic Council,Citizen group,0.0,1941.0,VIC,,public interest,51409586760.0,Active,NATIONAL CIVIC COUNCIL,100.0
1321,National Cleaning Suppliers Association,Business association,0.0,,NSW,administrative and support service activities,business organization,17002548021.0,Cancelled,NATIONAL CLEANING SUPPLIERS' ASSOCIATION OF AUSTRALIA,97.0
1322,National Council of Churches in Australia,Institutional group,36.0,1994.0,NSW,other service activities,identity groups,64493941795.0,Cancelled,NATIONAL COUNCIL OF CHURCHES IN AUSTRALIA,100.0
1323,National Council of Jewish Women of Australia,Citizen group,0.5,1923.0,VIC,,identity groups,13096053140.0,Cancelled,NATIONAL COUNCIL OF JEWISH WOMEN OF AUSTRALIA,100.0
1324,National Council of Women of Australia Inc Ltd,Citizen group,0.0,1931.0,ACT,,gender,46061777937.0,Active,NATIONAL COUNCIL OF WOMEN OF AUSTRALIA INC LTD,100.0
1325,National Council of Wool Selling Brokers of Australia Ltd,Business association,0.5,1919.0,VIC,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,40059628554.0,Active,NATIONAL COUNCIL OF WOOL SELLING BROKERS OF AUSTRALIA PTY LTD,100.0
1326,National Council on Intellectual Disability,Citizen group,2.0,1970.0,ACT,,disabled and health advocacy,60084254809.0,Active,NATIONAL COUNCIL ON INTELLECTUAL DISABILITY INC,100.0
1327,National Disability Services (NDS),Institutional group,80.0,1944.0,ACT,human health and social work activities,disabled and health advocacy,52008445485.0,Active,NATIONAL DISABILITY SERVICES,97.0
1328,National Electrical and Communications Association,Business association,78.0,1992.0,NSW,construction,business organization,76937118613.0,Active,NATIONAL ELECTRICAL & COMMUNICATIONS ASSOCIATIONS,100.0
1329,National Employment Services Association Limited,Business association,9.0,1997.0,VIC,administrative and support service activities,business organization,69079065428.0,Active,NATIONAL EMPLOYMENT SERVICES ASSOCIATION LIMITED,100.0
1330,National Enrolled Nurses Association,Professional group,0.0,,VIC,human health and social work activities,occupational association,18918183878.0,Active,NATIONAL ENROLLED NURSE ASSOCIATION,97.0
1331,National Environmental Law Association,Professional group,1.0,1982.0,ACT,professional scientific and technical activities,occupational association,62008657761.0,Active,NATIONAL ENVIRONMENTAL LAW ASSOCIATION LIMITED,100.0
1332,National Ethnic and Multicultural Broadcasters Council,Citizen group,3.0,1989.0,VIC,,identity groups,17829773654.0,Cancelled,NATIONAL ETHNIC & MUTLICULTURAL BROADCASTER'S COUNCIL,100.0
1333,National Ethnic Disability Alliance,Citizen group,4.0,1995.0,ACT,,disabled and health advocacy,13087510232.0,Active,NATIONAL ETHNIC DISABILITY ALLIANCE INC,100.0
1334,National Farmers' Federation,Business association,13.0,1979.0,ACT,agriculture forestry and fishing,business organization,77990310600.0,Cancelled,NATIONAL FARMERS FEDERATION,100.0
1336,National Fire Industry Association,Business association,,1926.0,VIC,public administration and defence compulsory social security,business organization,35893785038.0,Active,NATIONAL FIRE INDUSTRY ASSOCIATION,100.0
1337,National Footwear Retailers Association,Business association,1.0,1978.0,VIC,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,54005569184.0,Active,NATIONAL FOOTWEAR RETAILERS ASSOCIATION LIMITED,100.0
1338,National Foundation for Australian Women,Citizen group,0.0,,ACT,,gender,32008659630.0,Active,NATIONAL FOUNDATION FOR AUSTRALIAN WOMEN,100.0
1339,National Funeral Directors' Association of Australia,Professional group,0.0,1995.0,WA,other service activities,occupational association,26069001789.0,Active,NATIONAL FUNERAL DIRECTORS ASSOCIATION OF AUSTRALIA LTD,100.0
1340,National Heart Foundation of Australia,Hybrid group,300.0,1960.0,VIC,,disabled and health advocacy,98008419761.0,Active,NATIONAL HEART FOUNDATION OF AUST,100.0
1341,National Herbalists Association of Australia,Professional group,1.0,1920.0,NSW,human health and social work activities,occupational association,25000009932.0,Active,NATIONAL HERBALISTS ASSOCIATIONOF AUSTRALIA,100.0
1342,National Herd Improvement Association of Australia Inc,Business association,1.0,1995.0,VIC,agriculture forestry and fishing,business organization,83127821891.0,Active,NATIONAL HERD IMPROVEMENT ASSOC OF AUSTRALIA INCORPORATED,100.0
1346,National Insurance Brokers Association of Australia,Professional group,14.0,1982.0,NSW,financial and insurance activities,occupational association,94006093849.0,Active,NATIONAL INSURANCE BROKERS ASSOCIATION OF AUSTRALIA,100.0
1347,National Interior Plantscape Association Inc,Business association,2.0,,QLD,administrative and support service activities,business organization,17549744542.0,Active,NATIONAL INTERIOR PLANTSCAPING ASSOCIATION INCORPORATED,93.0
1348,National LGBTI Health Alliance,Citizen group,12.0,2009.0,NSW,,disabled and health advocacy,45138151569.0,Active,NATIONAL LGBTI HEALTH ALLIANCE,100.0
1349,National Out of School Hours Services Association,Institutional group,0.0,1992.0,NSW,human health and social work activities,social welfare and poor,78914267247.0,Active,NATIONAL OUT OF SCHOOL HOURS SERVICES ASSOCIATION,100.0
1350,National Pharmaceutical Services Association,Business association,2.0,,VIC,human health and social work activities,business organization,44087033216.0,Active,NATIONAL PHARMACEUTICAL SERVICES ASSOCIATION,100.0
1351,National Precast Concrete Association Australia,Business association,2.0,1990.0,SA,manufacturing,business organization,82051987181.0,Active,NATIONAL PRECAST CONCRETE ASSOC AUSTRALIA LTD,100.0
1352,National Product Liability Association,Business association,0.0,1983.0,VIC,financial and insurance activities,business organization,52085192570.0,Active,NATIONAL PRODUCT LIABILITY ASSOCIATION,100.0
1353,National Retail Association Ltd,Business association,24.0,1931.0,QLD,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,44009664073.0,Active,NATIONAL RETAIL ASSOCIATION LIMITED,100.0
1354,National Rifle Association of Australia Ltd,Citizen group,1.0,1888.0,QLD,,recreational,91373541259.0,Active,NATIONAL RIFLE ASSOCIATION OF AUSTRALIA,100.0
1355,National Rodeo Council of Australia Ltd,Business association,1.0,1992.0,NSW,arts entertainmnent and recreation,business organization,56056100531.0,Active,NATIONAL RODEO COUNCIL OF AUSTRALIA LIMITED,100.0
1356,National Rose Society of Australia,Leisure group,,1972.0,SA,,recreational,53573448716.0,Active,THE NATIONAL ROSE SOCIETY OF AUSTRALIA,100.0
1357,National Rugby League,Business association,,1998.0,NSW,arts entertainmnent and recreation,business organization,23082088962.0,Active,NATIONAL RUGBY LEAGUE LIMITED,100.0
1358,National Rural Health Alliance,Citizen group,15.0,1993.0,ACT,,disabled and health advocacy,68480848412.0,Active,NATIONAL RURAL HEALTH ALLIANCE INC,100.0
1360,National Secretariat JCI Australia,Service Group,0.5,1933.0,VIC,,age,85004416666.0,Active,JCI AUSTRALIA,94.0
1361,National Seniors Australia Ltd,Citizen group,5.0,1976.0,QLD,,age,55008483574.0,Cancelled,NATIONAL SENIORS AUSTRALIA,100.0
1362,National Space Society of Australia Ltd,Professional group,,1988.0,NSW,professional scientific and technical activities,occupational association,31011021088.0,Active,NATIONAL SPACE SOCIETY OF AUST LTD,100.0
1363,National Speakers Association of Australia,Professional group,2.0,1987.0,NSW,information and communication,occupational association,45080902325.0,Active,NATIONAL SPEAKERS ASSOC OF AUSTRALIA LIMITED,100.0
1364,National Square Dance Society of Australia,Leisure group,0.0,1979.0,TAS,,arts and cultural,24375450302.0,Cancelled,SQUARE DANCE AUSTRALIA,94.0
1365,National Stroke Foundation,Citizen group,70.0,1996.0,VIC,,disabled and health advocacy,42006173379.0,Active,NATIONAL STROKE FOUNDATION,100.0
1367,National Tax & Accountants Association Ltd,Professional group,30.0,1992.0,VIC,professional scientific and technical activities,occupational association,63665545130.0,Active,National Taxation,100.0
1368,National Tertiary Education Union,Trade union,28.0,1993.0,VIC,education,union,38579396344.0,Active,NATIONAL TERTIARY EDUCATION UNION,100.0
1369,National Tourism Alliance,Business association,1.0,,NSW,accommodation and food service activities,business organization,82539547489.0,Active,NATIONAL TOURISM ALLIANCE,100.0
1370,National Union of Students Inc,Trade union,5.0,1987.0,VIC,education,union,23787356622.0,Active,NATIONAL UNION OF STUDENTS,100.0
1371,National Union of Workers,Trade union,80.0,,VIC,other service activities,union,61934208485.0,Cancelled,NATIONAL UNION OF WORKERS,100.0
1372,National Vending Association,Business association,0.0,,VIC,manufacturing,business organization,80129434000.0,Active,NATIONAL VENDING ASSOCIATION LIMITED,100.0
1373,National Woman's Christian Temperance Union,Citizen group,0.0,1887.0,VIC,,gender,27059577034.0,Active,NATIONAL WOMAN'S CHRISTIAN TEMPERANCE UNION OF AUSTRALIA LIMITED,97.0
1374,NatRoad Ltd,Business association,7.0,1994.0,ACT,transportation and storage,business organization,83066531913.0,Active,NATROAD LIMITED,100.0
1375,Naturopathic Practitioners Association,Professional group,0.0,1988.0,SA,human health and social work activities,occupational association,68360569945.0,Active,AUSTRALIAN NATUROPATHIC PRACTITIONERS ASSOCIATION,97.0
1376,Naval Association of Australia Inc,Citizen group,0.0,1920.0,VIC,,defence,21105452750.0,Active,NAVAL ASSOCIATION OF AUSTRALIA,100.0
1377,Naval Historical Society of Australia Inc,Leisure group,0.0,1970.0,NSW,,recreational,71094118434.0,Active,THE NAVAL HISTORICAL SOCIETY OF AUSTRALIA,100.0
1378,Navy League of Australia,Citizen group,0.5,1955.0,VIC,,defence,47008451063.0,Active,THE NAVY LEAGUE OF AUSTRALIA,100.0
1379,Netball Australia,Business association,25.0,1927.0,VIC,arts entertainmnent and recreation,business organization,66003142818.0,Active,NETBALL AUSTRALIA,100.0
1381,NF Australia,Service Group,2.0,1985.0,VIC,,disabled and health advocacy,63109977442.0,Active,N & F AUSTRALIA PTY LTD,100.0
1382,Nicanlnc,Leisure group,1.5,,ACT,,disabled and health advocacy,,,,
1384,Non Smokers Movement of Australia Inc,Citizen group,0.0,1977.0,NSW,,disabled and health advocacy,71449073772.0,Active,NON SMOKERS MOVEMENT OF AUSTRALIA INC,100.0
1385,Nursery & Garden Industry Australia Ltd,Business association,4.0,1945.0,NSW,agriculture forestry and fishing,business organization,71063671376.0,Cancelled,THE NURSERY,100.0
1386,Nurses Christian Fellowship Australia,Professional group,0.0,1913.0,NSW,human health and social work activities,occupational association,70608789422.0,Active,Nurses Christian Felowship Australia,98.0
1387,Nutrition Australia,Citizen group,12.0,1979.0,QLD,,disabled and health advocacy,33986781351.0,Active,NUTRITION AUSTRALIA,100.0
1388,Nutrition Society of Australia,Professional group,2.0,,SA,human health and social work activities,occupational association,20983051831.0,Active,NUTRITION SOCIETY OF AUSTRALIA INCORPORATED,100.0
1389,Oaktree Foundation,Citizen group,,2003.0,VIC,,social welfare and poor,33880283959.0,Cancelled,THE OAK TREE FOUNDATION INC,100.0
1390,Occupational Therapy Australia Inc,Professional group,7.0,1945.0,VIC,human health and social work activities,occupational association,22159976155.0,Active,OCCUPATIONAL THERAPY (AUST) PTY LTD,100.0
1391,OceanWatch Australia,Hybrid group,5.0,,NSW,,public interest,86071195901.0,Active,OCEAN WATCH AUSTRALIA,100.0
1392,Older People Speak Out Inc,Citizen group,,1992.0,QLD,,age,62434169229.0,Active,SPEAK OUT,94.0
1393,Older Womens Network Australia,Citizen group,0.0,,QLD,,age,67453277206.0,Active,OLDER WOMEN'S NETWORK AUSTRALIA INCORPORATED,100.0
1395,Onions Australia,Business association,1.0,,SA,agriculture forestry and fishing,business organization,21756246322.0,Cancelled,MR ONIONS,94.0
1396,Open Family Australia,Service Group,,1978.0,VIC,,social welfare and poor,49724845604.0,Active,OPEN FAMILY AUSTRALIA,100.0
1397,Optometrists Association Australia,Professional group,3.5,1918.0,VIC,human health and social work activities,occupational association,17004622431.0,Active,OPTOMETRISTS ASSOCIATION AUSTRALIA,100.0
1398,Organ Historical Trust of Australia,Hybrid group,0.5,1977.0,VIC,,arts and cultural,99005443372.0,Active,ORGAN HISTORICAL TRUST OF AUSTRALIA,100.0
1399,Organic Agriculture Association Inc,Business association,0.0,,VIC,agriculture forestry and fishing,business organization,54097016991.0,Active,ORGANIC AGRICULTURE ASSOCIATION INCORPORATED,100.0
1400,Organic Federation of Australia,Business association,1.0,1998.0,QLD,agriculture forestry and fishing,business organization,99470930349.0,Active,ORGANIC FEDERATION OF AUSTRALIA,100.0
1401,Orienteering Australia,Leisure group,2.0,1970.0,ACT,,recreational,77406995497.0,Active,ORIENTEERING AUSTRALIA INCORPORATED,100.0
1402,Orthoptics Australia,Professional group,,1944.0,VIC,human health and social work activities,occupational association,29092337147.0,Active,ORTHOPTICS AUSTRALIA LTD.,100.0
1403,Osteoporosis Australia,Citizen group,3.0,2001.0,NSW,,disabled and health advocacy,67002598594.0,Active,OSTEOPOROSIS AUSTRALIA,100.0
1404,Outdoor Council of Australia,Professional group,0.0,,QLD,arts entertainmnent and recreation,occupational association,93894394299.0,Active,OUTDOOR COUNCIL OF AUSTRALIA INC,100.0
1405,Outdoor Media Association,Business association,7.0,1939.0,NSW,information and communication,business organization,59004233489.0,Active,OUTDOOR MEDIA ASSOCIATION INCORPORATED,100.0
1406,Outdoor Power Equipment Association Inc,Business association,0.0,,VIC,electricity gas steam and air conditioning supply,business organization,53430485930.0,Active,OUTDOOR POWER EQUIPMENT ASSOCIATION INC,100.0
1407,Ovarian Cancer Australia,Citizen group,5.0,2001.0,VIC,,disabled and health advocacy,76097394593.0,Active,OVARIAN CANCER AUSTRALIA LIMITED,100.0
1408,Ovarian Cancer Research Foundation,Service Group,4.0,2000.0,VIC,,disabled and health advocacy,24898129866.0,Active,OVARIAN CANCER RESEARCH FOUNDATION,100.0
1409,Overnight Airfreight Operators' Association,Professional group,0.5,1989.0,QLD,transportation and storage,occupational association,84511959136.0,Active,OVERNIGHT AIRFREIGHT OPERATORSASSOCIATION INC,100.0
1410,Oxfam Australia,Hybrid group,627.0,1953.0,VIC,,public interest,18055208636.0,Active,OXFAM AUSTRALIA,100.0
1411,Oz Child: Children Australia Inc,Service Group,105.0,1993.0,VIC,,social welfare and poor,37138602650.0,Active,OZ AUSTRALIA PTY LTD,94.0
1412,Packaging Council of Australia,Business association,3.0,1978.0,VIC,administrative and support service activities,business organization,65058780591.0,Active,PACKAGING COUNCIL OF AUSTRALIA,100.0
1413,Pagan Awareness Network Incorporated,Citizen group,0.0,1997.0,NSW,,identity groups,23557117491.0,Active,PAGAN AWARENESS NETWORK INC,100.0
1414,Paint Horse Association of Australia,Leisure group,3.0,1973.0,NSW,,public interest,43003155691.0,Active,THE PAINT HORSE ASSOCIATION OF AUSTRALIA LTD,100.0
1415,Palliative Care Australia,Citizen group,7.0,1990.0,ACT,,disabled and health advocacy,85363187904.0,Active,PALLIATIVE CARE AUSTRALIA,100.0
1416,Palm and Cycad Societies of Australia,Leisure group,0.0,,QLD,,recreational,96055464563.0,Cancelled,PALM & CYCAD SOCIETIES OF AUSTRALIA LIMITED,100.0
1417,Parkinson's Australia Inc,Citizen group,1.0,1987.0,ACT,,disabled and health advocacy,46011714078.0,Active,PARKINSON'S AUSTRALIA INC,100.0
1418,Parks and Leisure Australia,Business association,1.0,,VIC,arts entertainmnent and recreation,business organization,23083489463.0,Active,PARKS & LEISURE AUSTRALIA,100.0
1419,Parrot Society of Australia Inc,Leisure group,0.0,1980.0,QLD,,public interest,12414804411.0,Active,PARROT SOCIETY OF AUSTRALIA INC,100.0
1420,Partners in Aid,Service Group,0.0,1962.0,VIC,,social welfare and poor,50006946550.0,Active,PARTNERS IN AID LTD,100.0
1421,Passionfruit Australia Inc,Business association,1.0,,QLD,agriculture forestry and fishing,business organization,98212907857.0,Active,PASSIONFRUIT AUSTRALIA INCORPORATED,100.0
1422,Patrons & Friends of Opera Australia,Leisure group,1.0,1970.0,NSW,,arts and cultural,55051233295.0,Cancelled,MYSTERY PATRONS,97.0
1423,Pet Food Industry Association of Australia,Business association,,1979.0,VIC,manufacturing,business organization,84289617042.0,Active,PET FOOD INDUSTRY ASSOCIATION OF AUSTRALIA,100.0
1424,Pet Industry Association of Australia,Business association,3.0,1979.0,NSW,other service activities,business organization,47001782770.0,Active,PET INDUSTRY ASSOCIATION OF AUSTRALIA LIMITED,100.0
1426,Pharmaceutical Society of Australia,Professional group,10.0,1976.0,ACT,human health and social work activities,occupational association,49008532072.0,Active,PHARMACEUTICAL SOCIETY OF AUSTRALIA,100.0
1427,Philanthropy Australia,Citizen group,6.0,1977.0,VIC,,philantrophy,79578875531.0,Active,PHILANTHROPY AUSTRALIA,100.0
1428,Phonographic Performance Company of Australia Ltd,Business association,8.0,,NSW,information and communication,business organization,43000680704.0,Active,PHONOGRAPHIC PERFORMANCE CO OF AUST LTD,100.0
1429,Physical Activity Australia,Citizen group,3.0,1982.0,VIC,,recreational,68083131208.0,Cancelled,PHYSICAL ACTIVITY AUSTRALIA,100.0
